Estado;Bacia;Nome Poço;;Campo;Operador;Número do Contrato;Período;Óleo (bbl/dia);Condensado (bbl/dia);Petróleo (bbl/dia);Gás Natural (Mm³/dia);;;Volume Gás Royalties (Mm³/dia);Água (bbl/dia);Instalação Destino;Tipo Instalação;Tempo de Produção (hs por mês);Período da Carga;Corrente;Grau API;Fração de Destilados;;;;;;% em Volumes;;;;;;;;;;;;;;;;Densidade GLP Gás;Densidade GLP Líquido;"PCS GP
(kJ/m³)";Data de atualização
;;ANP;Operador;;;;;;;;Associado;Não Associado;Gás Total;;;;;;;;;Leves;;Médios;;Pesados;;Metano;Etano;Propano;Iso-Butano;Butano;Iso-Pentano;n-Pentano;Hexanos;Heptanos;Octanos;Nonanos;Decanos;Undecanos;Oxigênio;Nitrogênio;Gás Carbônico;;;;
;;;;;;;;;;;;;;;;;;;;;;Corte;Volume;Corte;Volume;Corte;Volume;;;;;;;;;;;;;;;;;;;;
Espírito Santo;Espírito Santo;6-BRSA-996-ES;6CNC12ES;CANCÃ;Seacrest;486100094912003;2023/03;23,7049;0,0000;23,7049;0,0603;0,0000;0,0603;1,86900;209,1749;Ponto de Coleta área do CNC-6 (Cancã);INSTALACAO EMB/DESEMB;722;2021/02;Espírito Santo;19,6;< 290ºC;20.1%;290ºC a 380ºC;14.5%;> 380ºC;65.4%;96,78;1,74;0,1;0,05;0,02;0,01;0,01;0;0,01;0;0,02;0;0;0;0,58;0,68;2,07845;537,4362;37725,8764;09/05/2023
Rio Grande do Norte;Potiguar;7-FP-422-RN;7FP422RN;FAZENDA POCINHO;Petrobras;480000037999773;2023/03;6,4538;0,0000;6,4538;0,0628;0,0000;0,0628;1,94800;182,5141;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;712;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-951-RN;7ET951RN;ESTREITO;Petrobras;480000037939797;2023/03;3,9461;0,0000;3,9461;0,0016;0,0000;0,0016;0,05100;2,1744;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;690;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Bahia;Recôncavo;7-DJ-822-BA;7DJ822BA;DOM JOÃO;3R Candeias  S.A.;480000036449737;2023/03;2,4559;0,0000;2,4559;0,0028;0,0000;0,0028;0,08600;470,3169;Estação Dom João;INSTALACAO EMB/DESEMB;744;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;68,53;5,09;10,87;3,9;3,97;1,23;1,05;0,64;0,15;0,04;0,01;0;0;0,03;1,77;2,72;2,08205;537,89382;37529,5793;09/05/2023
Rio Grande do Norte;Potiguar;7-SDM-22-RN;7SDM0022RN;JANDUÍ;Potiguar E&P S.A.;48610009128200516;2023/03;4,5796;0,0000;4,5796;0,0221;0,0000;0,0221;0,68400;1,1667;Ponto de Coleta do PA-1STAR11RN-POT-T-749;INSTALACAO EMB/DESEMB;735;;;;< ºC;%;;%;> ºC;%;97,88;0,294;0,063;0,124;0,143;0,192;0,155;0,202;0,166;0,063;0,014;0;0;0;0,61;0,094;2,32248;566,33898;37522,9036;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-1479D-RN;7ET1479DRN;ESTREITO;Petrobras;480000037939797;2023/03;3,4606;0,0000;3,4606;0,0014;0,0000;0,0014;0,04400;621,1376;Estação Coletora Rio Panon A;INSTALACAO EMB/DESEMB;729;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Bahia;Recôncavo;7-MJ-27-BA;7MJ  0027  BA;MATA DE SÃO JOÃO;PetroRecôncavo;480000036709747;2023/03;48,2126;0,0000;48,2126;0,1301;0,0000;0,1301;3,99600;997,6146;Estação S. Roque;INSTALACAO EMB/DESEMB;679;;;;< ºC;%;;%;> ºC;%;76,4173;8,8227;5,1695;1,3472;2,2675;0,8067;0,9588;0,8102;0,462;0,2093;0,0622;0,0126;0;0,0131;1,6131;1,0278;2,07908;537,49442;39478,7016;09/05/2023
Espírito Santo;Espírito Santo;7-LP-33-ES;7LP  0033  ES;LAGOA PARDA;Capixaba Energia;480000037529718;2023/03;33,6280;0,0000;33,6280;1,1601;0,0000;1,1601;34,13400;2.849,3864;Estação de Coleta e Tratamento de Lagoa Parda;INSTALACAO EMB/DESEMB;646;2022/02;Lagoa Parda;28,2;< 270ºC;30.6%;270ºC a 458ºC;38.2%;> 458ºC;31.2%;86,7084;5,2114;3,2063;0,675;1,2507;0,5857;0,4765;0,1787;0;0;0;0;0;0;0,7643;0,943;2,05664;534,82687;38635,247;09/05/2023
Sergipe;Sergipe;7-SZ-262-SE;7SZ  0262  SE;SIRIRIZINHO;Carmo;480000038629716;2023/03;9,2531;0,0000;9,2531;0,0510;0,0000;0,0510;1,58000;129,6596;Estação Coletora de Sirizinho I;INSTALACAO EMB/DESEMB;654;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;68,0469;6,4159;7,7088;2,6927;3,2177;1,7595;0,7194;0,1944;0;0;0;0;0;0;0,4569;8,7878;2,0905;538,90301;35822,8537;09/05/2023
Rio Grande do Norte;Potiguar;7-FP-409-RN;7FP409RN;FAZENDA POCINHO;Petrobras;480000037999773;2023/03;1,8135;0,0000;1,8135;0,0016;0,0000;0,0016;0,04900;17,3495;Estação Coletora Palmeira A;INSTALACAO EMB/DESEMB;742;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-959-RN;7ET959RN;ESTREITO;Petrobras;480000037939797;2023/03;13,9851;0,0000;13,9851;0,0058;0,0000;0,0058;0,17900;10,3699;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;664;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Sergipe;Sergipe;7-CP-347-SE;7CP  0347  SE;CARMÓPOLIS;Carmo;480000038479714;2023/03;28,7874;0,0000;28,7874;0,0033;0,0000;0,0033;0,10200;301,1930;Estação Coletora de Panelas;INSTALACAO EMB/DESEMB;744;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;09/05/2023
Rio Grande do Norte;Potiguar;7-SDM-20-RN;7SDM0020RN;JANDUÍ;Potiguar E&P S.A.;480000038029786;2023/03;20,7452;0,0000;20,7452;0,0711;0,0000;0,0711;2,20500;0,4056;Ponto de Coleta do PA-1STAR11RN-POT-T-749;INSTALACAO EMB/DESEMB;735;;;;< ºC;%;;%;> ºC;%;97,88;0,294;0,063;0,124;0,143;0,192;0,155;0,202;0,166;0,063;0,014;0;0;0;0,61;0,094;2,32248;566,33898;37522,9036;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-1722D-RN;7ET1722DRN;ESTREITO;Petrobras;480000037939797;2023/03;1,0672;0,0000;1,0672;0,0005;0,0000;0,0005;0,01400;452,4828;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;739;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Bahia;Recôncavo;7-MJ-47-BA;7MJ  0047  BA;MATA DE SÃO JOÃO;PetroRecôncavo;480000036709747;2023/03;26,8465;0,0000;26,8465;0,1858;0,0000;0,1858;5,70900;1.516,0599;Estação S. Roque;INSTALACAO EMB/DESEMB;716;;;;< ºC;%;;%;> ºC;%;76,4173;8,8227;5,1695;1,3472;2,2675;0,8067;0,9588;0,8102;0,462;0,2093;0,0622;0,0126;0;0,0131;1,6131;1,0278;2,07908;537,49442;39478,7016;09/05/2023
Espírito Santo;Espírito Santo;7-LP-28-ES;7LP  0028  ES;LAGOA PARDA;Capixaba Energia;480000037529718;2023/03;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Estação de Coleta e Tratamento de Lagoa Parda;INSTALACAO EMB/DESEMB;0;2022/02;Lagoa Parda;28,2;< 270ºC;30.6%;270ºC a 458ºC;38.2%;> 458ºC;31.2%;86,7084;5,2114;3,2063;0,675;1,2507;0,5857;0,4765;0,1787;0;0;0;0;0;0;0,7643;0,943;2,05664;534,82687;38635,247;09/05/2023
Sergipe;Sergipe;7-SZ-245-SE;7SZ  0245  SE;SIRIRIZINHO;Carmo;480000038629716;2023/03;1,0892;0,0000;1,0892;0,0060;0,0000;0,0060;0,18600;117,6805;Estação Coletora de Sirizinho I;INSTALACAO EMB/DESEMB;220;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;68,0469;6,4159;7,7088;2,6927;3,2177;1,7595;0,7194;0,1944;0;0;0;0;0;0;0,4569;8,7878;2,0905;538,90301;35822,8537;09/05/2023
Rio Grande do Norte;Potiguar;7-FP-411-RN;7FP411RN;FAZENDA POCINHO;Petrobras;480000037999773;2023/03;21,2924;0,0000;21,2924;0,0583;0,0000;0,0583;1,80700;421,4828;Estação Coletora Palmeira A;INSTALACAO EMB/DESEMB;740;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-964-RN;7ET964RN;ESTREITO;Petrobras;480000037939797;2023/03;6,0508;0,0000;6,0508;0,0025;0,0000;0,0025;0,07800;892,7111;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;709;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Sergipe;Sergipe;7-CP-1867D-SE;7CP1867DSE;CARMÓPOLIS;Carmo;480000038479714;2023/03;10,0130;0,0000;10,0130;0,0310;0,0000;0,0310;0,96200;611,7739;Estação Coletora de Panelas;INSTALACAO EMB/DESEMB;744;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;62,325;7,535;6,27;2,13;2,53;1,08;0,71;0,65;0,135;0,13;0,01;0,005;0,015;0,51;4,435;11,53;2,08655;538,41761;33074,6336;09/05/2023
Rio Grande do Norte;Potiguar;7-SDM-19-RN;7-SDM-0019-RN;JANDUÍ;Potiguar E&P S.A.;48610009128200516;2023/03;17,4366;0,0000;17,4366;0,3268;0,0000;0,3268;10,13000;0,0836;Ponto de Coleta do PA-1STAR11RN-POT-T-749;INSTALACAO EMB/DESEMB;734;;;;< ºC;%;;%;> ºC;%;97,88;0,294;0,063;0,124;0,143;0,192;0,155;0,202;0,166;0,063;0,014;0;0;0;0,61;0,094;2,32248;566,33898;37522,9036;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-843-RN;7ET843RN;ESTREITO;Petrobras;480000037939797;2023/03;9,8687;0,0000;9,8687;0,0041;0,0000;0,0041;0,12600;384,8459;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;734;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Bahia;Recôncavo;7-MJ-50-BA;7MJ  0050  BA;MATA DE SÃO JOÃO;PetroRecôncavo;480000036709747;2023/03;7,9832;0,0000;7,9832;0,0199;0,0000;0,0199;0,61000;13,7516;Estação S. Roque;INSTALACAO EMB/DESEMB;653;;;;< ºC;%;;%;> ºC;%;76,4173;8,8227;5,1695;1,3472;2,2675;0,8067;0,9588;0,8102;0,462;0,2093;0,0622;0,0126;0;0,0131;1,6131;1,0278;2,07908;537,49442;39478,7016;09/05/2023
Espírito Santo;Espírito Santo;3-LP-4-ES;3LP  0004  ES;LAGOA PARDA;Capixaba Energia;480000037529718;2023/03;32,7849;0,0000;32,7849;0,7563;0,0000;0,7563;22,25400;2.757,8845;Estação de Coleta e Tratamento de Lagoa Parda;INSTALACAO EMB/DESEMB;675;2022/02;Lagoa Parda;28,2;< 270ºC;30.6%;270ºC a 458ºC;38.2%;> 458ºC;31.2%;86,7084;5,2114;3,2063;0,675;1,2507;0,5857;0,4765;0,1787;0;0;0;0;0;0;0,7643;0,943;2,05664;534,82687;38635,247;09/05/2023
Sergipe;Sergipe;7-SZ-228-SE;7SZ  0228  SE;SIRIRIZINHO;Carmo;480000038629716;2023/03;9,4656;0,0000;9,4656;0,0521;0,0000;0,0521;1,61600;71,6637;Estação Coletora de Sirizinho I;INSTALACAO EMB/DESEMB;743;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;68,0469;6,4159;7,7088;2,6927;3,2177;1,7595;0,7194;0,1944;0;0;0;0;0;0;0,4569;8,7878;2,0905;538,90301;35822,8537;09/05/2023
Rio Grande do Norte;Potiguar;7-FP-404-RN;7FP404RN;FAZENDA POCINHO;Petrobras;480000037999773;2023/03;4,3396;0,0000;4,3396;0,0025;0,0000;0,0025;0,07700;437,2540;Estação Coletora Palmeira A;INSTALACAO EMB/DESEMB;742;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-962-RN;7ET962RN;ESTREITO;Petrobras;480000037939797;2023/03;5,7600;0,0000;5,7600;0,0024;0,0000;0,0024;0,07400;740,8635;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;736;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Bahia;Recôncavo;7-CX-70D-BA;7CX  0070D BA;CEXIS;3R Candeias  S.A.;480000036419749;2023/03;1,5651;0,0000;1,5651;1,7863;0,0000;1,7863;55,01400;0,0260;Estação Cexis;INSTALACAO EMB/DESEMB;714;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;79,58;7,7;3,75;0,83;1,16;0,33;0,4;0,32;0,13;0,04;0;0;0;0,01;5,2;0,55;2,03968;532,79462;37764,436;09/05/2023
Maranhão;Parnaíba;7-GVB-5D-MA;7GVB5DMA;GAVIÃO BRANCO;Eneva;48610001418200848;2023/03;0,0000;0,0018;0,0018;0,0000;1,0608;1,0608;32,61800;0,0000;Estação de Produção e Escoamento de Gavião Branco;INSTALACAO EMB/DESEMB;3;2023/02;GAVIÃO BRANCO;47,17;< 210ºC;24.8%;210ºC a 500ºC;75.2%;> 500ºC;0%;89,6388;4,4057;1,1249;0,1733;0,2512;0,0881;0,0618;0,0238;0,0105;0,0044;0,0016;0;0;0,0177;4,1578;0,0404;1,99617;527,58606;37373,1062;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-866-RN;7ET866RN;ESTREITO;Petrobras;480000037939797;2023/03;1,4684;0,0000;1,4684;0,0006;0,0000;0,0006;0,01900;198,9171;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;352;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Bahia;Recôncavo;7-MJ-53-BA;7MJ  0053  BA;MATA DE SÃO JOÃO;PetroRecôncavo;480000036709747;2023/03;19,2768;0,0000;19,2768;2,1404;0,0000;2,1404;65,76300;57,1486;Estação S. Roque;INSTALACAO EMB/DESEMB;649;;;;< ºC;%;;%;> ºC;%;76,4173;8,8227;5,1695;1,3472;2,2675;0,8067;0,9588;0,8102;0,462;0,2093;0,0622;0,0126;0;0,0131;1,6131;1,0278;2,07908;537,49442;39478,7016;09/05/2023
Espírito Santo;Espírito Santo;7-LP-79-ES;7LP  0079  ES;LAGOA PARDA;Capixaba Energia;480000037529718;2023/03;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,00000;0,0000;Estação de Coleta e Tratamento de Lagoa Parda;INSTALACAO EMB/DESEMB;0;2022/02;Lagoa Parda;28,2;< 270ºC;30.6%;270ºC a 458ºC;38.2%;> 458ºC;31.2%;86,7084;5,2114;3,2063;0,675;1,2507;0,5857;0,4765;0,1787;0;0;0;0;0;0;0,7643;0,943;2,05664;534,82687;38635,247;09/05/2023
Sergipe;Sergipe;7-SZ-227-SE;7SZ  0227  SE;SIRIRIZINHO;Carmo;480000038629716;2023/03;28,3857;0,0000;28,3857;0,1564;0,0000;0,1564;4,84800;397,6641;Estação Coletora de Sirizinho I;INSTALACAO EMB/DESEMB;743;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;68,0469;6,4159;7,7088;2,6927;3,2177;1,7595;0,7194;0,1944;0;0;0;0;0;0;0,4569;8,7878;2,0905;538,90301;35822,8537;09/05/2023
Rio Grande do Norte;Potiguar;7-FP-145-RN;7FP  0145  RN;FAZENDA POCINHO;Petrobras;480000037999773;2023/03;9,8251;0,0000;9,8251;0,4095;0,0000;0,4095;12,69300;322,9040;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;742;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-963-RN;7ET963RN;ESTREITO;Petrobras;480000037939797;2023/03;4,2164;0,0000;4,2164;0,0017;0,0000;0,0017;0,05400;245,9054;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;736;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Bahia;Recôncavo;7-CX-68-BA;7CX  0068  BA;CEXIS;3R Candeias  S.A.;480000036419749;2023/03;1,8117;0,0000;1,8117;0,5854;0,0000;0,5854;18,02900;0,2339;Estação Cexis;INSTALACAO EMB/DESEMB;712;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;79,58;7,7;3,75;0,83;1,16;0,33;0,4;0,32;0,13;0,04;0;0;0;0,01;5,2;0,55;2,03968;532,79462;37764,436;09/05/2023
Maranhão;Parnaíba;7-GVB-9D-MA;7GVB9DMA;GAVIÃO BRANCO;Eneva;48610001418200848;2023/03;0,0000;0,0000;0,0000;0,0000;0,1232;0,1232;3,78800;0,0000;Estação de Produção e Escoamento de Gavião Branco;INSTALACAO EMB/DESEMB;0;2023/02;GAVIÃO BRANCO;47,17;< 210ºC;24.8%;210ºC a 500ºC;75.2%;> 500ºC;0%;89,6388;4,4057;1,1249;0,1733;0,2512;0,0881;0,0618;0,0238;0,0105;0,0044;0,0016;0;0;0,0177;4,1578;0,0404;1,99617;527,58606;37373,1062;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-880D-RN;7ET880DRN;ESTREITO;Petrobras;480000037939797;2023/03;22,7742;0,0000;22,7742;0,0094;0,0000;0,0094;0,29200;35,2980;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;736;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Bahia;Recôncavo;7-MJ-57-BA;7MJ  0057  BA;MATA DE SÃO JOÃO;PetroRecôncavo;480000036709747;2023/03;0,8585;0,0000;0,8585;0,0195;0,0000;0,0195;0,59900;26,4811;Estação S. Roque;INSTALACAO EMB/DESEMB;643;;;;< ºC;%;;%;> ºC;%;76,4173;8,8227;5,1695;1,3472;2,2675;0,8067;0,9588;0,8102;0,462;0,2093;0,0622;0,0126;0;0,0131;1,6131;1,0278;2,07908;537,49442;39478,7016;09/05/2023
Espírito Santo;Espírito Santo;7-LP-7D-ES;7LP  0007D ES;LAGOA PARDA;Capixaba Energia;480000037529718;2023/03;25,3268;0,0000;25,3268;1,1435;0,0000;1,1435;33,64600;2.453,6644;Estação de Coleta e Tratamento de Lagoa Parda;INSTALACAO EMB/DESEMB;678;2022/02;Lagoa Parda;28,2;< 270ºC;30.6%;270ºC a 458ºC;38.2%;> 458ºC;31.2%;86,7084;5,2114;3,2063;0,675;1,2507;0,5857;0,4765;0,1787;0;0;0;0;0;0;0,7643;0,943;2,05664;534,82687;38635,247;09/05/2023
Sergipe;Sergipe;7-SZ-226-SE;7SZ  0226  SE;SIRIRIZINHO;Carmo;480000038629716;2023/03;6,8293;0,0000;6,8293;0,0376;0,0000;0,0376;1,16600;70,7076;Estação Coletora de Sirizinho I;INSTALACAO EMB/DESEMB;743;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;68,0469;6,4159;7,7088;2,6927;3,2177;1,7595;0,7194;0,1944;0;0;0;0;0;0;0,4569;8,7878;2,0905;538,90301;35822,8537;09/05/2023
Rio Grande do Norte;Potiguar;7-FP-164-RN;7FP  0164  RN;FAZENDA POCINHO;Petrobras;480000037999773;2023/03;0,7779;0,0000;0,7779;0,0325;0,0000;0,0325;1,00600;41,5355;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;741;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-977-RN;7ET977RN;ESTREITO;Petrobras;480000037939797;2023/03;5,7282;0,0000;5,7282;0,0024;0,0000;0,0024;0,07300;629,8800;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;699;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Bahia;Recôncavo;7-CX-54-BA;7CX  0054  BA;CEXIS;3R Candeias  S.A.;480000036419749;2023/03;4,0967;0,0000;4,0967;1,5482;0,0000;1,5482;47,68000;0,1159;Estação Cexis;INSTALACAO EMB/DESEMB;712;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;79,58;7,7;3,75;0,83;1,16;0,33;0,4;0,32;0,13;0,04;0;0;0;0,01;5,2;0,55;2,03968;532,79462;37764,436;09/05/2023
Ceará;Potiguar;7-FZB-975-CE;7FZB975CE;FAZENDA BELÉM CE;3R Fazenda Belém;480000037959712;2023/03;4,7013;0,0000;4,7013;0,0060;0,0000;0,0060;0,18500;103,1326;Estação Coletora de Fazenda Belém 8;INSTALACAO EMB/DESEMB;728;2017/02;Fazenda Belém;13,2;< 290ºC;8.06%;290ºC a 380ºC;10.43%;> 380ºC;81.51%;;;;;;;;;;;;;;;;;;;;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-878-RN;7ET878RN;ESTREITO;Petrobras;480000037939797;2023/03;3,0437;0,0000;3,0437;0,0013;0,0000;0,0013;0,03900;394,1158;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;736;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Bahia;Recôncavo;7-MJ-74-BA;7MJ  0074  BA;MATA DE SÃO JOÃO;PetroRecôncavo;480000036709747;2023/03;15,9059;0,0000;15,9059;0,1084;0,0000;0,1084;3,32900;757,0630;Estação S. Roque;INSTALACAO EMB/DESEMB;680;;;;< ºC;%;;%;> ºC;%;76,4173;8,8227;5,1695;1,3472;2,2675;0,8067;0,9588;0,8102;0,462;0,2093;0,0622;0,0126;0;0,0131;1,6131;1,0278;2,07908;537,49442;39478,7016;09/05/2023
Espírito Santo;Espírito Santo;7-LP-74-ES;7LP  0074  ES;LAGOA PARDA;Capixaba Energia;480000037529718;2023/03;185,7687;0,0000;185,7687;3,7444;0,0000;3,7444;110,17600;3.474,4860;Estação de Coleta e Tratamento de Lagoa Parda;INSTALACAO EMB/DESEMB;716;2022/02;Lagoa Parda;28,2;< 270ºC;30.6%;270ºC a 458ºC;38.2%;> 458ºC;31.2%;86,7084;5,2114;3,2063;0,675;1,2507;0,5857;0,4765;0,1787;0;0;0;0;0;0;0,7643;0,943;2,05664;534,82687;38635,247;09/05/2023
Sergipe;Sergipe;7-SZ-225-SE;7SZ  0225  SE;SIRIRIZINHO;Carmo;480000038629716;2023/03;16,8163;0,0000;16,8163;0,0926;0,0000;0,0926;2,87200;232,4046;Estação Coletora de Sirizinho I;INSTALACAO EMB/DESEMB;440;2021/02;Sergipano Terra;24,5;< 290ºC;26.94%;290ºC a 380ºC;14.36%;> 380ºC;58.7%;68,0469;6,4159;7,7088;2,6927;3,2177;1,7595;0,7194;0,1944;0;0;0;0;0;0;0,4569;8,7878;2,0905;538,90301;35822,8537;09/05/2023
Rio Grande do Norte;Potiguar;7-FP-211-RN;7FP  0211  RN;FAZENDA POCINHO;Petrobras;480000037999773;2023/03;0,5178;0,0000;0,5178;0,0216;0,0000;0,0216;0,67000;46,5584;Estação Coletora Central de Fazenda Pocinho;INSTALACAO EMB/DESEMB;741;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;86,931;1,385;0,228;0,03;0,108;0,658;0,02;0,112;0,063;0,054;0,055;0,096;0;0,075;3,385;6,799;2,08223;537,37907;34183,0102;09/05/2023
Rio Grande do Norte;Potiguar;7-ET-265-RN;7ET  0265  RN;ESTREITO;Petrobras;480000037939797;2023/03;0,7905;0,0000;0,7905;0,0003;0,0000;0,0003;0,01000;284,7651;Estação Coletora de Estreito B;INSTALACAO EMB/DESEMB;736;2020/11;RGN Mistura;23,2;< 290ºC;20.6%;290ºC a 380ºC;14.2%;> 380ºC;65.2%;;;;;;;;;;;;;;;;;;;;09/05/2023
Bahia;Recôncavo;7-CX-80D-BA;7CX  0080D BA;CEXIS;3R Candeias  S.A.;480000036419749;2023/03;1,3842;0,0000;1,3842;1,3665;0,0000;1,3665;42,08700;0,0195;Estação Cexis;INSTALACAO EMB/DESEMB;713;2022/02;Baiano Mistura;36,5;< 210ºC;19.1%;210ºC a 500ºC;49.7%;> 500ºC;31.2%;79,58;7,7;3,75;0,83;1,16;0,33;0,4;0,32;0,13;0,04;0;0;0;0,01;5,2;0,55;2,03968;532,79462;37764,436;09/05/2023
